area_type,location,bath,price,bhk,area,price_per_sqft
Built-up  Area,9th Phase JP Nagar,2.0,85.0,3,1890.0,4497.354497354498
Super built-up  Area,9th Phase JP Nagar,2.0,65.0,2,1100.0,5909.090909090909
Super built-up  Area,9th Phase JP Nagar,2.0,37.0,2,1080.0,3425.925925925926
Built-up  Area,9th Phase JP Nagar,2.0,45.0,2,1035.0,4347.826086956522
Built-up  Area,9th Phase JP Nagar,4.0,290.0,4,5000.0,5800.0
Built-up  Area,9th Phase JP Nagar,2.0,56.0,2,1164.0,4810.996563573884
Super built-up  Area,9th Phase JP Nagar,2.0,42.0,2,1005.0,4179.104477611941
Super built-up  Area,9th Phase JP Nagar,2.0,50.0,2,1127.0,4436.557231588287
Super built-up  Area,9th Phase JP Nagar,2.0,43.0,2,1005.0,4278.606965174129
Built-up  Area,9th Phase JP Nagar,2.0,37.0,2,835.0,4431.137724550898
Super built-up  Area,9th Phase JP Nagar,2.0,39.0,2,1050.0,3714.285714285714
Super built-up  Area,9th Phase JP Nagar,2.0,27.0,2,660.0,4090.909090909091
Built-up  Area,9th Phase JP Nagar,1.0,20.0,1,600.0,3333.3333333333335
Super built-up  Area,9th Phase JP Nagar,2.0,71.0,2,1466.0,4843.110504774898
Built-up  Area,9th Phase JP Nagar,2.0,93.0,3,1890.0,4920.6349206349205
Super built-up  Area,9th Phase JP Nagar,2.0,60.0,2,1079.0,5560.704355885079
Super built-up  Area,9th Phase JP Nagar,2.0,80.0,2,1480.0,5405.405405405405
Plot  Area,9th Phase JP Nagar,2.0,80.0,2,1200.0,6666.666666666667
Super built-up  Area,9th Phase JP Nagar,2.0,32.0,2,905.0,3535.9116022099447
Super built-up  Area,9th Phase JP Nagar,2.0,52.36,2,1073.0,4879.77632805219
Super built-up  Area,9th Phase JP Nagar,2.0,88.0,3,1719.3,5118.362124120282
Super built-up  Area,9th Phase JP Nagar,3.0,88.0,3,1780.0,4943.820224719101
Built-up  Area,9th Phase JP Nagar,2.0,58.0,3,1300.0,4461.538461538462
Super built-up  Area,9th Phase JP Nagar,3.0,90.0,3,1522.0,5913.272010512484
Super built-up  Area,9th Phase JP Nagar,3.0,65.0,3,1571.0,4137.492043284532
Built-up  Area,9th Phase JP Nagar,4.0,80.0,4,1900.0,4210.526315789473
Built-up  Area,9th Phase JP Nagar,2.0,45.0,2,890.0,5056.179775280899
Super built-up  Area,9th Phase JP Nagar,2.0,39.89,3,1240.0,3216.935483870968
Built-up  Area,9th Phase JP Nagar,4.0,300.0,4,5000.0,6000.0
Super built-up  Area,9th Phase JP Nagar,2.0,42.85,3,1240.0,3455.6451612903224
Super built-up  Area,9th Phase JP Nagar,2.0,35.0,2,1050.0,3333.3333333333335
Super built-up  Area,9th Phase JP Nagar,2.0,69.0,2,1331.95,5180.374638687638
Super built-up  Area,A Narayanapura,2.0,35.0,1,600.0,5833.333333333333
Plot  Area,A Narayanapura,2.0,85.0,1,1500.0,5666.666666666667
Super built-up  Area,AECS Layout,2.0,45.0,2,1100.0,4090.909090909091
Super built-up  Area,AECS Layout,2.0,42.0,2,1028.0,4085.603112840467
Super built-up  Area,AECS Layout,2.0,65.0,2,1199.0,5421.184320266889
Super built-up  Area,AECS Layout,2.0,55.0,2,1080.0,5092.592592592592
Super built-up  Area,AECS Layout,2.0,64.0,2,1123.0,5699.020480854853
Super built-up  Area,AECS Layout,2.0,60.0,2,1308.0,4587.155963302752
Super built-up  Area,AECS Layout,2.0,55.0,2,1005.0,5472.636815920398
Built-up  Area,AECS Layout,3.0,90.0,3,2000.0,4500.0
Built-up  Area,AGS Layout,2.0,85.0,3,1450.0,5862.068965517241
Super built-up  Area,AGS Layout,2.0,46.79,2,1040.0,4499.038461538462
Plot  Area,AGS Layout,3.0,110.0,3,1936.0,5681.818181818182
Super built-up  Area,AGS Layout,2.0,48.38,2,1075.0,4500.46511627907
Built-up  Area,AMS Layout,2.0,80.0,3,1650.0,4848.484848484848
Plot  Area,AMS Layout,4.0,80.0,3,1200.0,6666.666666666667
Super built-up  Area,Abbaiah Reddy Layout,2.0,50.0,3,1310.0,3816.793893129771
Super built-up  Area,Abbaiah Reddy Layout,2.0,38.45,2,1100.0,3495.454545454546
Super built-up  Area,Abbaiah Reddy Layout,2.0,38.49,2,1100.0,3499.090909090909
Super built-up  Area,Abbaiah Reddy Layout,2.0,41.0,2,1190.0,3445.378151260504
Super built-up  Area,Abbaiah Reddy Layout,2.0,38.5,2,1100.0,3500.0
Super built-up  Area,Abbigere,2.0,40.39,2,985.0,4100.507614213198
Built-up  Area,Abbigere,6.0,68.0,6,2200.0,3090.909090909091
Super built-up  Area,Abbigere,2.0,30.0,1,765.0,3921.5686274509803
Super built-up  Area,Abbigere,2.0,35.0,2,880.0,3977.2727272727275
Super built-up  Area,Abbigere,2.0,32.54,2,795.0,4093.0817610062895
Super built-up  Area,Abbigere,2.0,39.59,2,1005.0,3939.303482587065
Super built-up  Area,Abbigere,1.0,19.82,1,734.0,2700.272479564033
Super built-up  Area,Abbigere,2.0,45.0,3,1260.0,3571.4285714285716
Super built-up  Area,Abbigere,2.0,41.82,2,1020.0,4100.0
Super built-up  Area,Abbigere,2.0,40.39,2,985.0,4100.507614213198
Built-up  Area,Abbigere,6.0,81.0,6,2500.0,3240.0
Super built-up  Area,Abbigere,2.0,32.54,2,795.0,4093.0817610062895
Super built-up  Area,Abbigere,2.0,46.33,2,1130.0,4100.0
Super built-up  Area,Abbigere,1.0,32.6,2,795.0,4100.62893081761
Built-up  Area,Abbigere,8.0,150.0,8,3000.0,5000.0
Super built-up  Area,Abbigere,2.0,38.92,2,985.0,3951.269035532995
Super built-up  Area,Abbigere,2.0,41.0,2,1000.0,4100.0
Super built-up  Area,Abbigere,2.0,40.8,2,995.0,4100.5025125628135
Super built-up  Area,Abbigere,2.0,40.8,2,1020.0,3999.9999999999995
Built-up  Area,Agrahara Dasarahalli,1.0,72.0,1,800.0,9000.0
Plot  Area,Agrahara Dasarahalli,1.0,120.0,3,1350.0,8888.888888888889
Super built-up  Area,Aishwarya Crystal Layout,3.0,113.0,3,2250.0,5022.222222222223
Built-up  Area,Aishwarya Crystal Layout,2.0,51.0,2,1053.0,4843.304843304843
Super built-up  Area,Akshaya Nagar,2.0,57.0,2,1388.0,4106.628242074928
Super built-up  Area,Akshaya Nagar,2.0,54.0,2,1070.0,5046.728971962617
Built-up  Area,Akshaya Nagar,2.0,58.0,2,1280.0,4531.25
Built-up  Area,Akshaya Nagar,3.0,85.1,3,1662.0,5120.336943441636
Super built-up  Area,Akshaya Nagar,3.0,120.0,3,1897.0,6325.77754348972
Super built-up  Area,Akshaya Nagar,2.0,75.0,3,1410.0,5319.148936170212
Super built-up  Area,Akshaya Nagar,2.0,85.0,3,1360.0,6250.0
Super built-up  Area,Akshaya Nagar,2.0,65.0,3,1600.0,4062.5
Super built-up  Area,Akshaya Nagar,2.0,80.0,3,1410.0,5673.758865248227
Built-up  Area,Akshaya Nagar,3.0,85.0,3,1662.0,5114.320096269555
Built-up  Area,Akshaya Nagar,3.0,85.5,3,1662.0,5144.404332129964
Built-up  Area,Akshaya Nagar,2.0,60.0,2,1280.0,4687.5
Built-up  Area,Akshaya Nagar,3.0,95.0,3,1666.0,5702.280912364946
Super built-up  Area,Akshaya Nagar,3.0,90.0,3,1575.0,5714.285714285715
Super built-up  Area,Akshaya Nagar,2.0,75.0,3,1430.0,5244.755244755244
Built-up  Area,Akshaya Nagar,2.0,73.0,3,1419.0,5144.46793516561
Super built-up  Area,Akshaya Nagar,2.0,60.0,2,1280.0,4687.5
Super built-up  Area,Akshaya Nagar,2.0,50.0,2,1200.0,4166.666666666667
Super built-up  Area,Akshaya Nagar,2.0,60.0,2,1092.0,5494.505494505494
Super built-up  Area,Akshaya Nagar,3.0,85.0,3,1690.0,5029.585798816568
Super built-up  Area,Akshaya Nagar,3.0,80.0,3,1700.0,4705.882352941177
Super built-up  Area,Akshaya Nagar,4.0,93.0,3,1897.0,4902.477596204533
Super built-up  Area,Akshaya Nagar,3.0,98.0,3,1884.0,5201.698513800425
Super built-up  Area,Akshaya Nagar,2.0,68.8,2,1314.0,5235.920852359209
Super built-up  Area,Akshaya Nagar,3.0,85.0,3,1690.0,5029.585798816568
Super built-up  Area,Akshaya Nagar,2.0,67.0,2,1265.0,5296.442687747036
Super built-up  Area,Akshaya Nagar,2.0,55.0,2,1126.0,4884.547069271758
Super built-up  Area,Akshaya Nagar,4.0,102.0,3,2300.0,4434.782608695652
Super built-up  Area,Akshaya Nagar,3.0,90.0,3,1662.0,5415.162454873646
Super built-up  Area,Akshaya Nagar,2.0,75.0,3,1420.0,5281.69014084507
Super built-up  Area,Akshaya Nagar,2.0,88.0,3,1412.0,6232.294617563739
Built-up  Area,Akshaya Nagar,3.0,84.0,3,1434.0,5857.740585774059
Super built-up  Area,Akshaya Nagar,4.0,100.0,3,1890.0,5291.005291005291
Built-up  Area,Akshaya Nagar,3.0,125.0,3,2650.0,4716.981132075472
Super built-up  Area,Akshaya Nagar,2.0,87.0,3,1419.0,6131.0782241014795
Super built-up  Area,Akshaya Nagar,2.0,54.0,2,1300.0,4153.846153846154
Super built-up  Area,Akshaya Nagar,3.0,85.0,3,1690.0,5029.585798816568
Super built-up  Area,Akshaya Nagar,2.0,52.0,2,1113.0,4672.057502246182
Super built-up  Area,Akshaya Nagar,4.0,95.0,3,1820.0,5219.780219780219
Super built-up  Area,Akshaya Nagar,2.0,48.0,2,1100.0,4363.636363636364
Super built-up  Area,Akshaya Nagar,3.0,102.0,3,1896.0,5379.7468354430375
Super built-up  Area,Akshaya Nagar,2.0,66.0,2,1300.0,5076.923076923077
Super built-up  Area,Akshaya Nagar,2.0,68.0,2,1225.0,5551.0204081632655
Super built-up  Area,Akshaya Nagar,2.0,51.0,2,1179.0,4325.699745547074
Super built-up  Area,Akshaya Nagar,2.0,73.0,3,1421.0,5137.227304714989
Super built-up  Area,Akshaya Nagar,4.0,95.0,3,1893.0,5018.489170628632
Built-up  Area,Akshaya Nagar,2.0,45.0,2,900.0,5000.0
Built-up  Area,Akshaya Vana,4.0,170.0,4,4000.0,4250.0
Super built-up  Area,Akshaya Vana,2.0,49.0,3,1300.0,3769.230769230769
Super built-up  Area,Akshaya Vana,2.0,49.0,3,1280.0,3828.125
Super built-up  Area,Akshaya Vana,2.0,55.0,2,1141.0,4820.333041191937
Super built-up  Area,Akshaya Vana,2.0,49.0,3,1260.0,3888.8888888888887
Super built-up  Area,Akshaya Vana,2.0,52.0,2,1427.0,3644.008409250175
Super built-up  Area,Akshayanagara East,3.0,108.0,3,1693.0,6379.208505611341
Super built-up  Area,Akshayanagara East,2.0,76.0,2,1210.0,6280.99173553719
Super built-up  Area,Akshayanagara East,3.0,67.23,3,1519.0,4425.938117182357
Super built-up  Area,Akshayanagara East,3.0,70.39,3,1595.0,4413.166144200627
Super built-up  Area,Akshayanagara East,2.0,50.0,2,1230.0,4065.040650406504
Super built-up  Area,Akshayanagara East,1.0,40.0,1,595.0,6722.689075630252
Super built-up  Area,Akshayanagara East,2.0,44.0,2,1145.0,3842.7947598253277
Built-up  Area,Akshya Nagar,6.0,130.0,6,2400.0,5416.666666666667
Super built-up  Area,Akshya Nagar,2.0,75.0,2,1380.0,5434.782608695652
Super built-up  Area,Akshya Nagar,2.0,58.0,3,1320.0,4393.939393939394
Super built-up  Area,Alfa Garden Layout,2.0,43.79,2,1240.0,3531.451612903226
Super built-up  Area,Alfa Garden Layout,2.0,38.0,2,1050.0,3619.0476190476193
Super built-up  Area,Alfa Garden Layout,2.0,46.41,2,1190.0,3900.0
Built-up  Area,Alur,1.0,20.0,1,530.0,3773.5849056603774
Super built-up  Area,Alur,1.0,15.0,1,425.0,3529.4117647058824
Super built-up  Area,Amarjyothi Colony,3.0,61.0,3,1355.0,4501.845018450184
Super built-up  Area,Ambalipura,2.0,75.0,2,1105.0,6787.330316742082
Super built-up  Area,Ambalipura,3.0,110.0,3,1800.0,6111.111111111111
Built-up  Area,Ambalipura,2.0,80.0,2,1150.0,6956.521739130435
Super built-up  Area,Ambalipura,2.0,66.25,2,1250.0,5300.0
Super built-up  Area,Ambalipura,2.0,79.0,2,1332.0,5930.930930930931
Super built-up  Area,Ambalipura,3.0,120.0,3,1730.0,6936.416184971098
Built-up  Area,Ambalipura,3.0,198.0,3,3500.0,5657.142857142857
Super built-up  Area,Ambalipura,2.0,66.25,2,1230.0,5386.178861788618
Super built-up  Area,Ambalipura,2.0,77.0,2,1351.0,5699.481865284974
Built-up  Area,Ambalipura,4.0,149.0,4,2550.0,5843.137254901961
Built-up  Area,Ambalipura,3.0,102.0,3,1817.0,5613.648871766648
Super built-up  Area,Ambalipura,4.0,142.0,4,2750.0,5163.636363636364
Super built-up  Area,Ambalipura,2.0,80.0,2,1303.0,6139.677666922486
Super built-up  Area,Ambalipura,2.0,112.0,3,1607.0,6969.508400746733
Super built-up  Area,Ambalipura,1.0,43.82,1,770.0,5690.909090909091
Super built-up  Area,Ambalipura,2.0,76.0,2,1700.0,4470.588235294118
Super built-up  Area,Ambalipura,2.0,58.5,2,1060.0,5518.867924528302
Built-up  Area,Ambalipura,3.0,100.0,3,1650.0,6060.606060606061
Super built-up  Area,Ambalipura,2.0,112.0,3,1607.0,6969.508400746733
Super built-up  Area,Ambalipura,2.0,80.0,2,1198.0,6677.79632721202
Super built-up  Area,Ambedkar Colony,2.0,140.0,2,1468.0,9536.784741144415
Built-up  Area,Ambedkar Colony,1.0,142.0,2,1463.0,9706.083390293916
Super built-up  Area,Ambedkar Colony,3.0,190.0,3,1910.0,9947.643979057591
Super built-up  Area,Ambedkar Colony,2.0,145.0,2,1464.0,9904.371584699453
Super built-up  Area,Ambedkar Nagar,4.0,130.0,3,1935.0,6718.3462532299745
Super built-up  Area,Ambedkar Nagar,2.0,90.0,2,1424.0,6320.224719101124
Super built-up  Area,Ambedkar Nagar,4.0,169.0,3,2225.0,7595.505617977528
Super built-up  Area,Ambedkar Nagar,3.0,120.0,3,1862.0,6444.68313641246
Super built-up  Area,Ambedkar Nagar,4.0,139.0,3,1850.0,7513.513513513513
Super built-up  Area,Ambedkar Nagar,4.0,126.0,3,1936.0,6508.264462809917
Super built-up  Area,Ambedkar Nagar,3.0,119.0,3,1862.0,6390.977443609023
Super built-up  Area,Ambedkar Nagar,2.0,90.0,2,1424.0,6320.224719101124
Super built-up  Area,Ambedkar Nagar,4.0,125.0,3,2150.0,5813.953488372093
Built-up  Area,Ambedkar Nagar,4.0,290.0,4,3530.0,8215.297450424929
Super built-up  Area,Ambedkar Nagar,3.0,120.0,3,1856.0,6465.517241379311
Super built-up  Area,Ambedkar Nagar,3.0,130.0,3,1852.0,7019.438444924406
Super built-up  Area,Ambedkar Nagar,4.0,120.0,3,1850.0,6486.486486486487
Super built-up  Area,Ambedkar Nagar,2.0,86.0,2,1367.0,6291.148500365764
Plot  Area,Ambedkar Nagar,4.0,255.0,4,3565.0,7152.875175315568
Super built-up  Area,Ambedkar Nagar,2.0,95.0,2,1409.0,6742.370475514549
Super built-up  Area,Ambedkar Nagar,4.0,120.0,3,1950.0,6153.846153846154
Super built-up  Area,Ambedkar Nagar,4.0,129.0,3,1921.0,6715.252472670484
Super built-up  Area,Ambedkar Nagar,4.0,121.0,3,1920.0,6302.083333333333
Super built-up  Area,Ambedkar Nagar,4.0,125.0,3,1935.0,6459.948320413437
Super built-up  Area,Ambedkar Nagar,4.0,122.0,3,1852.0,6587.473002159827
Super built-up  Area,Ambedkar Nagar,4.0,120.0,3,1950.0,6153.846153846154
Super built-up  Area,Ambedkar Nagar,3.0,125.0,3,1852.0,6749.460043196545
Super built-up  Area,Ambedkar Nagar,4.0,121.0,3,1850.0,6540.540540540541
Super built-up  Area,Ambedkar Nagar,2.0,94.0,2,1425.0,6596.491228070176
Built-up  Area,Ambedkar Nagar,4.0,150.0,3,2395.0,6263.048016701461
Super built-up  Area,Amblipura,3.0,100.0,3,1605.0,6230.529595015576
Built-up  Area,Amblipura,2.0,80.0,3,1300.0,6153.846153846154
Super built-up  Area,Amblipura,2.0,83.0,2,1175.0,7063.829787234043
Super built-up  Area,Amruthahalli,2.0,40.0,2,900.0,4444.444444444444
Super built-up  Area,Amruthahalli,2.0,55.0,2,1200.0,4583.333333333333
Built-up  Area,Amruthahalli,3.0,135.0,3,1900.0,7105.263157894737
Built-up  Area,Amruthahalli,2.0,45.0,2,924.0,4870.12987012987
Carpet  Area,Amruthahalli,2.0,60.0,2,900.0,6666.666666666667
Built-up  Area,Amruthahalli,2.0,45.0,2,1100.0,4090.909090909091
Super built-up  Area,Amruthahalli,2.0,55.0,2,1200.0,4583.333333333333
Super built-up  Area,Amruthahalli,2.0,63.0,3,1350.0,4666.666666666667
Built-up  Area,Amruthahalli,3.0,65.0,3,1605.0,4049.8442367601247
Super built-up  Area,Amruthahalli,3.0,77.0,3,1700.0,4529.411764705882
Super built-up  Area,Amruthahalli,2.0,85.0,3,1450.0,5862.068965517241
Super built-up  Area,Amruthahalli,2.0,55.0,2,1200.0,4583.333333333333
Super built-up  Area,Amruthahalli,2.0,79.0,2,1250.0,6320.0
Super built-up  Area,Amruthahalli,2.0,50.0,2,1190.0,4201.680672268908
Super built-up  Area,Amruthahalli,2.0,65.0,2,1202.0,5407.65391014975
Super built-up  Area,Amruthahalli,2.0,75.0,2,1340.0,5597.014925373134
Super built-up  Area,Amruthahalli,4.0,175.0,3,2650.0,6603.773584905661
Built-up  Area,Amruthahalli,2.0,90.0,3,1450.0,6206.896551724138
Super built-up  Area,Amruthahalli,2.0,42.0,2,1025.0,4097.5609756097565
Built-up  Area,Amruthahalli,1.0,19.5,1,485.0,4020.618556701031
Built-up  Area,Amruthnagar,2.0,67.5,2,1350.0,5000.0
Built-up  Area,Amruthnagar,3.0,60.0,2,1365.0,4395.604395604396
Super built-up  Area,Amruthnagar,2.0,51.0,2,1000.0,5100.0
Built-up  Area,Anand Nagar,2.0,55.0,2,1060.0,5188.679245283019
Built-up  Area,Anand Nagar,2.0,55.0,2,1135.0,4845.814977973569
Plot  Area,Anand Nagar,3.0,420.0,3,3515.0,11948.790896159317
Super built-up  Area,Anand Nagar,2.0,75.0,3,1080.0,6944.444444444444
Plot  Area,Anand nagar,2.0,70.0,2,1200.0,5833.333333333333
Super built-up  Area,Anand nagar,3.0,125.0,3,2010.0,6218.905472636816
Super built-up  Area,Anandapura,2.0,43.76,2,1167.0,3749.7857754927163
Plot  Area,Anandapura,2.0,55.0,2,1000.0,5500.0
Super built-up  Area,Anandapura,2.0,42.79,2,1141.0,3750.219106047327
Super built-up  Area,Anandapura,3.0,59.1,3,1576.0,3750.0
Plot  Area,Anandapura,2.0,67.0,2,1200.0,5583.333333333333
Plot  Area,Anandapura,2.0,58.0,2,1200.0,4833.333333333333
Super built-up  Area,Anandapura,2.0,43.1,2,1151.0,3744.5699391833186
Super built-up  Area,Anandapura,2.0,42.75,2,1141.0,3746.7134092900965
Plot  Area,Anandapura,2.0,48.0,2,900.0,5333.333333333333
Plot  Area,Anandapura,4.0,90.0,4,1749.0,5145.797598627787
Super built-up  Area,Anandapura,2.0,42.9,2,1151.0,3727.193744569939
Super built-up  Area,Anandapura,3.0,58.0,3,1576.0,3680.203045685279
Built-up  Area,Anandapura,2.0,45.0,2,1250.0,3600.0
Super built-up  Area,Anandapura,2.0,43.16,2,1151.0,3749.7827975673326
Built-up  Area,Anandapura,2.0,58.0,2,1200.0,4833.333333333333
Plot  Area,Anandapura,2.0,66.0,3,1200.0,5500.0
Plot  Area,Anandapura,2.0,74.0,3,1415.0,5229.681978798587
Super built-up  Area,Anandapura,2.0,50.0,2,1200.0,4166.666666666667
Super built-up  Area,Anandapura,2.0,50.0,2,1141.0,4382.120946538124
Super built-up  Area,Anandapura,3.0,58.7,3,1576.0,3724.6192893401017
Super built-up  Area,Anantapura,2.0,37.0,2,1200.0,3083.3333333333335
Carpet  Area,Anantapura,3.0,77.0,3,1600.0,4812.5
Super built-up  Area,Ananth Nagar,1.0,14.0,1,500.0,2800.0
Super built-up  Area,Ananth Nagar,2.0,31.5,2,1100.0,2863.6363636363635
Super built-up  Area,Ananth Nagar,2.0,24.55,2,982.0,2500.0
Super built-up  Area,Ananth Nagar,2.0,14.0,1,500.0,2800.0
Super built-up  Area,Ananth Nagar,2.0,22.5,2,900.0,2500.0
Super built-up  Area,Ananth Nagar,2.0,26.0,2,908.0,2863.4361233480176
Super built-up  Area,Ananth Nagar,2.0,36.0,2,870.0,4137.931034482759
Super built-up  Area,Ananth Nagar,2.0,35.0,2,937.0,3735.325506937033
Built-up  Area,Ananth Nagar,2.0,37.0,2,960.0,3854.1666666666665
Super built-up  Area,Ananth Nagar,1.0,14.0,1,500.0,2800.0
Super built-up  Area,Ananth Nagar,2.0,29.7,2,1000.0,2970.0
Built-up  Area,Ananth Nagar,2.0,25.99,2,850.0,3057.6470588235293
Super built-up  Area,Ananth Nagar,2.0,25.26,2,902.0,2800.4434589800444
Built-up  Area,Ananth Nagar,3.0,54.0,3,1470.0,3673.469387755102
Built-up  Area,Ananth Nagar,2.0,25.5,2,810.0,3148.1481481481483
Super built-up  Area,Ananth Nagar,2.0,27.0,2,890.0,3033.7078651685392
Super built-up  Area,Ananth Nagar,2.0,36.0,2,1200.0,3000.0
Super built-up  Area,Ananth Nagar,3.0,37.75,3,1319.0,2862.016679302502
Super built-up  Area,Ananth Nagar,3.0,42.0,3,1319.0,3184.230477634572
Super built-up  Area,Ananth Nagar,2.0,25.0,2,1000.0,2500.0
Super built-up  Area,Ananth Nagar,2.0,25.0,2,902.0,2771.6186252771618
Super built-up  Area,Ananth Nagar,2.0,25.99,2,930.0,2794.6236559139784
Super built-up  Area,Ananth Nagar,2.0,26.85,2,1074.0,2500.0
Super built-up  Area,Ananth Nagar,1.0,14.0,1,500.0,2800.0
Super built-up  Area,Ananth Nagar,2.0,38.0,2,1010.0,3762.3762376237623
Super built-up  Area,Ananth Nagar,2.0,24.8,2,992.0,2500.0
Plot  Area,Andrahalli,4.0,135.0,4,1200.0,11250.0
Plot  Area,Anekal,1.0,36.0,2,1200.0,3000.0
Super built-up  Area,Anekal,2.0,22.0,2,656.0,3353.6585365853657
Super built-up  Area,Anekal,2.0,22.0,2,620.0,3548.3870967741937
Super built-up  Area,Anekal,1.0,16.5,1,600.0,2750.0
Super built-up  Area,Anekal,2.0,40.0,2,925.0,4324.324324324324
Super built-up  Area,Anekal,1.0,18.0,1,530.0,3396.2264150943397
Plot  Area,Anekal,3.0,68.0,3,1800.0,3777.777777777778
Plot  Area,Anekal,1.0,36.0,2,1200.0,3000.0
Super built-up  Area,Anekal,2.0,38.3,2,1035.0,3700.483091787439
Super built-up  Area,Anekal,2.0,34.0,2,888.0,3828.828828828829
Plot  Area,Anekal,2.0,36.1,2,1200.0,3008.3333333333335
Built-up  Area,Anekal,1.0,19.4,2,700.0,2771.428571428571
Plot  Area,Anekal,1.0,36.0,2,1200.0,3000.0
Plot  Area,Anekal,2.0,36.0,4,1200.0,3000.0
Super built-up  Area,Anekal,2.0,28.0,2,766.0,3655.3524804177546
Built-up  Area,Anekal,2.0,45.0,3,967.0,4653.567735263702
Built-up  Area,Anekal,1.0,23.5,2,620.0,3790.3225806451615
Super built-up  Area,Anekal,3.0,45.0,3,1150.0,3913.0434782608695
Plot  Area,Anekal,1.0,36.0,2,1200.0,3000.0
Plot  Area,Anekal,1.0,36.0,2,1200.0,3000.0
Built-up  Area,Anekal,1.0,11.5,1,400.0,2875.0
Super built-up  Area,Anekal,1.0,15.0,1,456.0,3289.4736842105262
Plot  Area,Anekal,1.0,36.0,2,1200.0,3000.0
Plot  Area,Anekal,1.0,36.0,2,1200.0,3000.0
Plot  Area,Anekal,4.0,95.0,3,2400.0,3958.3333333333335
Plot  Area,Anekal,2.0,36.1,2,1200.0,3008.3333333333335
Plot  Area,Anekal,2.0,36.1,2,1200.0,3008.3333333333335
Super built-up  Area,Anekal,1.0,21.0,2,680.0,3088.235294117647
Built-up  Area,Anekal,1.0,12.5,1,420.0,2976.190476190476
Super built-up  Area,Anekal,1.0,28.0,2,614.0,4560.260586319218
Super built-up  Area,Anekal,2.0,52.0,2,1140.0,4561.403508771929
Super built-up  Area,Anekal,1.0,25.0,2,625.0,4000.0
Built-up  Area,Anjanapura,4.0,86.0,4,1850.0,4648.648648648648
